,name,street_address,city,postcode,phone_number,job,recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,score
11633,Jennifer Mckee,8528 Garcia Key Apt. 413,South Marie,90051,581.776.1735x5265,Insurance risk surveyor,9,307.58,1,0,Urban,0,Phone,Buy One Get One,0.5583938421088729
32567,Anne Reese,7603 Walters Ferry Apt. 261,East Brentmouth,81106,001-807-379-6585x665,"Scientist, product/process development",7,117.31,1,0,Rural,0,Phone,Discount,2.2017532319896107
36201,Nicolas Brown,964 Anderson Parkway,Wilsonborough,89729,(781)954-7790x702,Herpetologist,6,84.38,0,1,Surburban,0,Web,Buy One Get One,0.7451031316555252
58859,Jason Nguyen,62477 Hamilton Fall Apt. 457,Marystad,15339,+1-565-477-2762x1964,Toxicologist,5,377.0,1,0,Urban,1,Web,No Offer,0.8452634497609266
38994,Linda Johnston,420 Robin Unions,North Gregville,72975,400-063-0333,Proofreader,11,29.99,0,1,Urban,1,Web,Buy One Get One,0.9905516943144486
6964,Bryan Cooper,2703 James Circle Apt. 641,Port Shannonville,46009,787-688-2192x074,"Engineer, agricultural",2,407.36,1,0,Surburban,0,Web,Discount,1.5746851049888686
17027,Keith Hess,548 Dillon Underpass Apt. 501,West Jessica,76893,907-189-3182x47815,"Engineer, drilling",10,203.29,1,1,Surburban,0,Web,Discount,0.20845660143123512
30128,Douglas Thompson,32870 Hardin Valley,Toddland,73091,001-790-509-6950x253,Tax inspector,6,325.63,0,1,Surburban,0,Multichannel,Discount,0.8439661117408825
41547,Tina Smith,295 Amy Brook Suite 255,Amandaland,63944,422.014.1426x2732,"Optician, dispensing",10,34.61,1,0,Urban,0,Web,No Offer,0.8026284057169784
4888,Yesenia Russo,14922 West Spur Suite 391,South Gregory,20187,031.937.3017x0032,Armed forces logistics/support/administrative officer,1,72.9,0,1,Surburban,1,Phone,Discount,2.4184288331056347
61475,Patricia Vega,956 Adam Circle Suite 317,New Keithview,17022,001-995-500-1656,Education administrator,7,282.6,1,1,Rural,0,Multichannel,Discount,1.7084078375254823
4787,Keith Kelley,349 Tracy Underpass Suite 513,New Shannon,63768,8680370099,"Engineer, technical sales",2,192.38,0,1,Urban,0,Web,No Offer,1.316115147954799
52576,Victor Rivas,3574 Flores Inlet,Lake Donnastad,43324,+1-612-231-3623x1257,"Restaurant manager, fast food",10,352.12,0,1,Surburban,0,Multichannel,Buy One Get One,0.5091194200472453
41636,Kyle Schaefer,0518 David Underpass,Teresabury,11332,009-970-4110,Medical technical officer,10,74.59,1,0,Urban,1,Web,Buy One Get One,1.0594032749862503
11529,Jennifer Moore,8086 Ewing Lodge,East Mary,88527,(156)298-3336,Theatre director,3,92.85,0,1,Urban,1,Phone,No Offer,0.8968824542077314
49337,Melinda Garcia,2956 Prince Mountain Apt. 852,South Sarahaven,65202,(817)111-0747x085,"Education officer, community",6,442.94,0,1,Surburban,0,Multichannel,Discount,1.114437495005279
58329,Cynthia Myers,999 Johnson Burg,Annahaven,51968,314.747.3626,"Designer, multimedia",5,417.33,1,1,Urban,0,Multichannel,Buy One Get One,1.6132879330029817
8567,Elizabeth Humphrey,50252 Michael View Suite 944,Mcphersonport,23201,8497086104,"Administrator, Civil Service",4,34.0,1,0,Surburban,1,Web,No Offer,1.0979988606624016
13826,Madison Cohen,247 Taylor Summit Apt. 090,Levyland,16051,8987472232,Adult nurse,2,403.7,0,1,Urban,0,Multichannel,No Offer,2.31628339878967
14617,Mackenzie Weaver,45221 Turner Brooks,Robinsonmouth,19983,+1-281-719-3949x022,Agricultural engineer,1,258.69,1,0,Urban,0,Phone,Buy One Get One,0.6755116765532441
44197,Helen Dunn,0225 Thornton Track Apt. 059,Roberthaven,36945,976.257.0048x770,"Biochemist, clinical",7,67.36,1,0,Rural,1,Web,Buy One Get One,0.9923285046604918
6082,Janet Thompson,67180 Greg Plain Suite 420,Lake Debrafort,71189,+1-498-654-6945x69272,Legal executive,10,275.03,1,0,Urban,1,Phone,No Offer,0.6682957296208534
59168,Joseph Allen,30839 Walker Circle,Lake James,51562,001-961-287-2413,Actuary,2,401.34,0,1,Surburban,1,Phone,Buy One Get One,1.1538523151356008
19757,Diana Ramirez,6220 Medina Village Suite 056,Teresaview,28729,846.347.1372,"Engineer, technical sales",5,315.89,1,0,Rural,0,Web,No Offer,1.7479787388533432
48633,Heather Miller,215 John Greens Suite 258,Lake Davidview,19923,623.401.9967,Orthoptist,10,499.05,1,0,Surburban,0,Phone,Discount,0.7700935198158674
603,Jason Patton,6413 Susan Way,New Donaldton,38162,+1-575-160-0864,"Accountant, chartered public finance",10,51.33,1,0,Surburban,1,Web,Discount,0.5511037907269933
26776,Rebecca Ramirez,82835 Gregory Ways Suite 862,South Christina,70139,001-724-601-5786x34503,Catering manager,9,148.75,1,0,Rural,1,Web,Buy One Get One,2.5946209189106058
40332,Kelly Curtis,555 Smith Ferry,Port Kennethmouth,27820,478.056.7386x289,Emergency planning/management officer,4,131.33,0,1,Urban,1,Web,Discount,1.1953962854097442
43693,Marvin Mitchell,8604 Rhonda Mall Suite 715,Paulashire,57229,902-052-5912,Gaffer,7,65.09,1,0,Urban,0,Phone,No Offer,0.5511468651108078
10060,Elizabeth Austin,37395 Tyler Walk,Jenniferville,30551,901.434.4441x94130,Professor Emeritus,11,36.23,1,0,Urban,0,Phone,Discount,1.6780699112230633
50989,Victoria Howard,5650 Andrea Forge Suite 499,Howardland,22492,001-493-260-0677x8698,Secretary/administrator,3,135.0,0,1,Urban,1,Web,Discount,1.5141618861231123
62023,Robert Stone,4992 Mccoy Crescent Suite 851,Paulaton,92573,(619)776-8821x0597,Physiological scientist,3,298.37,1,1,Urban,0,Multichannel,Discount,1.2420093273367798
38789,Maria Collins,314 Alexander Wells Apt. 434,West Ericton,89247,200.958.0242x431,Public relations officer,9,596.81,1,0,Surburban,1,Web,No Offer,0.3405630740825063
61229,Jessica Peck,481 Jorge Estates,Lake Johnview,44391,(060)645-4820,Aid worker,6,481.36,1,1,Urban,0,Web,Buy One Get One,1.9194383670675963
31377,Mariah Ford,284 Randy Orchard Apt. 267,Allenmouth,28137,(776)298-6602x64067,Regulatory affairs officer,8,29.99,1,0,Surburban,0,Web,No Offer,1.3206390144570117
17755,Ashley Hobbs,039 Amanda Crossroad Suite 483,Garyberg,25674,377.275.4118x08702,Science writer,7,47.36,0,1,Urban,0,Phone,No Offer,0.7326110844726267
41249,Pamela Davis,34052 Hill Islands,South Rebecca,82205,(815)829-2471x21113,Publishing rights manager,10,29.99,1,0,Surburban,0,Web,No Offer,1.215403418228039
24889,Ricky Hall,202 Wolf Bridge,Rochaville,71477,(882)301-5112,"Surveyor, commercial/residential",6,29.99,1,0,Surburban,0,Web,No Offer,0.3870155429582257
1568,Taylor Gonzalez,867 Michael Isle Suite 054,North Jessica,77401,001-644-866-3374,Actuary,7,104.32,1,0,Surburban,0,Web,No Offer,0.420652133459143
35088,Melissa Lopez,26077 Ramirez Forges Apt. 917,Dianafort,10203,+1-468-283-7108x804,"Engineer, maintenance",6,72.09,0,1,Surburban,1,Phone,Buy One Get One,1.2065281884211552
54808,Patricia Chen,01737 Baker Unions Apt. 823,Sharonport,13230,+1-050-904-4584x196,Local government officer,6,525.97,0,1,Surburban,1,Multichannel,Discount,0.7703244867400656
63621,Barbara Wang,9359 Griffin View Suite 371,New Terri,45752,904.165.7846x0282,Commercial horticulturist,4,150.6,1,0,Urban,0,Phone,Discount,1.0684435426420769
13307,Luis Roberts,1720 John Drive Suite 700,Rickyview,86291,(802)024-1857,"Designer, blown glass/stained glass",11,143.88,0,1,Surburban,1,Phone,Discount,1.0686271193136725
38610,Andrew Ray,18680 Brian Court Suite 432,South Robertshire,38864,+1-416-652-0276x76446,"Research officer, trade union",3,29.99,1,0,Rural,0,Phone,Buy One Get One,1.3561687616800986
51226,Mitchell Fletcher,02477 Kimberly Summit,South Jenniferside,49273,0855437411,"Teacher, adult education",8,29.99,0,1,Urban,1,Phone,No Offer,1.5336067446795218
28448,Tyler Rogers,4321 Chelsea Pines Suite 504,Lake Molly,33106,003.258.3509x5369,"Buyer, retail",4,279.77,0,1,Surburban,1,Phone,Discount,1.1068441575636891
15401,Patrick Werner,68606 Atkins Brook Suite 845,Zunigaton,24609,398.794.3786x691,"Designer, textile",1,384.53,0,1,Surburban,0,Phone,Discount,1.9522925703716325
